Pruning Completed
-----------------------------------------------
[STAGE 3] Finetune for 25 epochs after Pruning
-----------------------------------------------
Ultralytics 8.3.176  Python-3.10.11 torch-2.7.1+cu118 CUDA:0 (NVIDIA GeForce RTX 3060, 12288MiB)
[34m[1mengine\trainer: [0magnostic_nms=False, amp=True, augment=False, auto_augment=randaugment, batch=2, bgr=0.0, box=7.5, cache=False, cfg=None, classes=None, close_mosaic=10, cls=0.5, conf=None, copy_paste=0.0, copy_paste_mode=flip, cos_lr=False, cutmix=0.0, data=C:/Users/PC/Desktop/Project/Torch-Pruning/examples/yolov11n/27073186/TXL-PBC/TXL-PBC/data.yaml, degrees=0.0, deterministic=True, device=None, dfl=1.5, dnn=False, dropout=0.0, dynamic=False, embed=None, epochs=25, erasing=0.4, exist_ok=True, fliplr=0.5, flipud=0.0, format=torchscript, fraction=1.0, freeze=None, half=False, hsv_h=0.015, hsv_s=0.7, hsv_v=0.4, imgsz=640, int8=False, iou=0.7, keras=False, kobj=1.0, line_width=None, lr0=0.001, lrf=0.01, mask_ratio=4, max_det=300, mixup=0.0, mode=train, model=yolo11n.pt, momentum=0.937, mosaic=1.0, multi_scale=False, name=pruned_b2_5.0%_after_finetune, nbs=64, nms=False, opset=None, optimize=False, optimizer=auto, overlap_mask=True, patience=100, perspective=0.0, plots=True, pose=12.0, pretrained=True, profile=False, project=C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs, rect=False, resume=False, retina_masks=False, save=True, save_conf=False, save_crop=False, save_dir=C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b2_5.0%_after_finetune, save_frames=False, save_json=False, save_period=-1, save_txt=False, scale=0.5, seed=0, shear=0.0, show=False, show_boxes=True, show_conf=True, show_labels=True, simplify=True, single_cls=False, source=None, split=val, stream_buffer=False, task=detect, time=None, tracker=botsort.yaml, translate=0.1, val=True, verbose=True, vid_stride=1, visualize=False, warmup_bias_lr=0.1, warmup_epochs=3.0, warmup_momentum=0.8, weight_decay=0.0005, workers=8, workspace=None
Freezing layer 'model.23.dfl.conv.weight'
[34m[1mAMP: [0mrunning Automatic Mixed Precision (AMP) checks...
[34m[1mAMP: [0mchecks passed 
[34m[1mtrain: [0mFast image access  (ping: 0.00.0 ms, read: 429.9303.2 MB/s, size: 29.0 KB)

[34m[1mtrain: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\train.cache... 882 images, 0 backgrounds, 0 corrupt: 100%|##########| 882/882 [00:00<?, ?it/s]
[34m[1mtrain: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\train.cache... 882 images, 0 backgrounds, 0 corrupt: 100%|##########| 882/882 [00:00<?, ?it/s]
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\92129d1652e75c3892beb376df57d274.png: 1 duplicate labels removed
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\a8581e04ac765bd3ad658cf8e530a6ea.png: 1 duplicate labels removed
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\c255521a08b75da09373db44e7f099c5.png: 17 duplicate labels removed
[34m[1mval: [0mFast image access  (ping: 0.00.0 ms, read: 434.0148.7 MB/s, size: 37.5 KB)

[34m[1mval: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\val.cache... 252 images, 0 backgrounds, 0 corrupt: 100%|##########| 252/252 [00:00<?, ?it/s]
[34m[1mval: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\val.cache... 252 images, 0 backgrounds, 0 corrupt: 100%|##########| 252/252 [00:00<?, ?it/s]
[34m[1mval: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\val\0ac132c270355979b686c0801e558849.png: 15 duplicate labels removed
Plotting labels to C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b2_5.0%_after_finetune\labels.jpg... 
[34m[1moptimizer:[0m 'optimizer=auto' found, ignoring 'lr0=0.001' and 'momentum=0.937' and determining best 'optimizer', 'lr0' and 'momentum' automatically... 
[34m[1moptimizer:[0m AdamW(lr=0.001429, momentum=0.9) with parameter groups 89 weight(decay=0.0), 96 weight(decay=0.0005), 95 bias(decay=0.0)
Image sizes 640 train, 640 val
Using 8 dataloader workers
Logging results to [1mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b2_5.0%_after_finetune[0m
Starting training for 25 epochs...

      Epoch    GPU_mem   box_loss   cls_loss   dfl_loss  Instances       Size

  0%|          | 0/441 [00:00<?, ?it/s]
       1/25     0.582G      0.583     0.4987      0.956         37        640:   0%|          | 0/441 [00:00<?, ?it/s]
       1/25     0.582G      0.583     0.4987      0.956         37        640:   0%|          | 1/441 [00:00<03:29,  2.10it/s]
       1/25     0.582G     0.6017      0.543      1.007         26        640:   0%|          | 1/441 [00:00<03:29,  2.10it/s]
       1/25     0.582G     0.6017      0.543      1.007         26        640:   0%|          | 2/441 [00:00<01:53,  3.87it/s]
       1/25     0.582G     0.6402     0.5627      1.064         29        640:   0%|          | 2/441 [00:00<01:53,  3.87it/s]
       1/25     0.582G     0.6342     0.5464      1.042         46        640:   0%|          | 2/441 [00:00<01:53,  3.87it/s]
       1/25     0.582G     0.6342     0.5464      1.042         46        640:   1%|          | 4/441 [00:00<01:03,  6.93it/s]
       1/25     0.584G     0.6801     0.5742      1.086         30        640:   1%|          | 4/441 [00:00<01:03,  6.93it/s]
       1/25     0.584G     0.6806      0.553      1.074         41        640:   1%|          | 4/441 [00:00<01:03,  6.93it/s]
       1/25     0.584G     0.6806      0.553      1.074         41        640:   1%|1         | 6/441 [00:00<00:47,  9.18it/s]
       1/25     0.584G     0.7156     0.6033      1.101         17        640:   1%|1         | 6/441 [00:00<00:47,  9.18it/s]
       1/25     0.584G     0.7083     0.5813      1.097         20        640:   1%|1         | 6/441 [00:01<00:47,  9.18it/s]
       1/25     0.584G     0.7083     0.5813      1.097         20        640:   2%|1         | 8/441 [00:01<00:39, 11.05it/s]
       1/25     0.584G     0.6808     0.5588      1.074         31        640:   2%|1         | 8/441 [00:01<00:39, 11.05it/s]
       1/25     0.584G     0.6575     0.5601      1.066         16        640:   2%|1         | 8/441 [00:01<00:39, 11.05it/s]
       1/25     0.584G     0.6575     0.5601      1.066         16        640:   2%|2         | 10/441 [00:01<00:36, 11.92it/s]
       1/25     0.584G     0.6899     0.5818      1.083         49        640:   2%|2         | 10/441 [00:01<00:36, 11.92it/s]
       1/25     0.584G     0.6798     0.5727      1.071         52        640:   2%|2         | 10/441 [00:01<00:36, 11.92it/s]
       1/25     0.584G     0.6798     0.5727      1.071         52        640:   3%|2         | 12/441 [00:01<00:33, 12.79it/s]
       1/25     0.584G     0.6929     0.5806      1.072         50        640:   3%|2         | 12/441 [00:01<00:33, 12.79it/s]
       1/25     0.584G     0.6951     0.5852      1.068         27        640:   3%|2         | 12/441 [00:01<00:33, 12.79it/s]
       1/25     0.584G     0.6951     0.5852      1.068         27        640:   3%|3         | 14/441 [00:01<00:32, 13.33it/s]
       1/25     0.584G     0.6857     0.5758      1.064         40        640:   3%|3         | 14/441 [00:01<00:32, 13.33it/s]
       1/25     0.584G     0.6795     0.5698      1.067         20        640:   3%|3         | 14/441 [00:01<00:32, 13.33it/s]
       1/25     0.584G     0.6795     0.5698      1.067         20        640:   4%|3         | 16/441 [00:01<00:31, 13.53it/s]
       1/25     0.584G      0.675     0.5677      1.062         33        640:   4%|3         | 16/441 [00:01<00:31, 13.53it/s]
       1/25     0.584G      0.671     0.5653      1.059         41        640:   4%|3         | 16/441 [00:01<00:31, 13.53it/s]
       1/25     0.584G      0.671     0.5653      1.059         41        640:   4%|4         | 18/441 [00:01<00:30, 13.83it/s]
       1/25     0.584G     0.6712     0.5617      1.063         29        640:   4%|4         | 18/441 [00:01<00:30, 13.83it/s]
       1/25     0.584G     0.6746     0.5636      1.066         25        640:   4%|4         | 18/441 [00:01<00:30, 13.83it/s]
       1/25     0.584G     0.6746     0.5636      1.066         25        640:   5%|4         | 20/441 [00:01<00:29, 14.06it/s]
       1/25     0.584G      0.669      0.559      1.064         28        640:   5%|4         | 20/441 [00:01<00:29, 14.06it/s]
       1/25     0.584G     0.6689     0.5612      1.061         42        640:   5%|4         | 20/441 [00:01<00:29, 14.06it/s]
       1/25     0.584G     0.6689     0.5612      1.061         42        640:   5%|4         | 22/441 [00:01<00:29, 14.10it/s]
       1/25     0.584G     0.6726     0.5615      1.063         26        640:   5%|4         | 22/441 [00:02<00:29, 14.10it/s]
       1/25     0.588G     0.6725     0.5587      1.059         57        640:   5%|4         | 22/441 [00:02<00:29, 14.10it/s]
       1/25     0.588G     0.6725     0.5587      1.059         57        640:   5%|5         | 24/441 [00:02<00:28, 14.69it/s]
       1/25     0.604G     0.6807     0.5667       1.06         69        640:   5%|5         | 24/441 [00:02<00:28, 14.69it/s]
       1/25     0.604G     0.6812     0.5659      1.059         44        640:   5%|5         | 24/441 [00:02<00:28, 14.69it/s]
       1/25     0.604G     0.6812     0.5659      1.059         44        640:   6%|5         | 26/441 [00:02<00:27, 15.15it/s]
       1/25     0.604G     0.6808     0.5645      1.055         39        640:   6%|5         | 26/441 [00:02<00:27, 15.15it/s]
       1/25     0.604G     0.6816     0.5618      1.053         58        640:   6%|5         | 26/441 [00:02<00:27, 15.15it/s]
       1/25     0.604G     0.6816     0.5618      1.053         58        640:   6%|6         | 28/441 [00:02<00:25, 15.93it/s]
       1/25     0.604G     0.6834     0.5593      1.052         64        640:   6%|6         | 28/441 [00:02<00:25, 15.93it/s]
       1/25     0.607G      0.685     0.5659      1.055         22        640:   6%|6         | 28/441 [00:02<00:25, 15.93it/s]
       1/25     0.607G      0.685     0.5659      1.055         22        640:   7%|6         | 30/441 [00:02<00:25, 15.99it/s]
       1/25     0.607G     0.6819     0.5638      1.054         46        640:   7%|6         | 30/441 [00:02<00:25, 15.99it/s]
       1/25     0.607G     0.6801     0.5597      1.052         43        640:   7%|6         | 30/441 [00:02<00:25, 15.99it/s]
       1/25     0.607G     0.6801     0.5597      1.052         43        640:   7%|7         | 32/441 [00:02<00:24, 16.58it/s]
       1/25     0.607G     0.6784     0.5581      1.048         41        640:   7%|7         | 32/441 [00:02<00:24, 16.58it/s]
       1/25     0.607G     0.6751     0.5624      1.049         18        640:   7%|7         | 32/441 [00:02<00:24, 16.58it/s]
       1/25     0.607G     0.6751     0.5624      1.049         18        640:   8%|7         | 34/441 [00:02<00:24, 16.36it/s]
       1/25     0.607G     0.6751     0.5593       1.05         26        640:   8%|7         | 34/441 [00:02<00:24, 16.36it/s]
       1/25     0.607G      0.674     0.5581       1.05         36        640:   8%|7         | 34/441 [00:02<00:24, 16.36it/s]
       1/25     0.607G      0.674     0.5581       1.05         36        640:   8%|8         | 36/441 [00:02<00:25, 16.19it/s]
       1/25     0.607G     0.6721     0.5558      1.049         51        640:   8%|8         | 36/441 [00:02<00:25, 16.19it/s]
       1/25     0.607G     0.6741     0.5559      1.052         25        640:   8%|8         | 36/441 [00:02<00:25, 16.19it/s]
       1/25     0.607G     0.6741     0.5559      1.052         25        640:   9%|8         | 38/441 [00:02<00:24, 16.30it/s]
       1/25     0.607G     0.6742     0.5573      1.053         37        640:   9%|8         | 38/441 [00:02<00:24, 16.30it/s]
       1/25     0.607G     0.6746     0.5548       1.05         45        640:   9%|8         | 38/441 [00:03<00:24, 16.30it/s]
       1/25     0.607G     0.6746     0.5548       1.05         45        640:   9%|9         | 40/441 [00:03<00:24, 16.37it/s]
       1/25     0.607G     0.6726     0.5593       1.05         15        640:   9%|9         | 40/441 [00:03<00:24, 16.37it/s]
       1/25     0.607G      0.669     0.5579      1.048         31        640:   9%|9         | 40/441 [00:03<00:24, 16.37it/s]
       1/25     0.607G      0.669     0.5579      1.048         31        640:  10%|9         | 42/441 [00:03<00:23, 16.71it/s]
       1/25     0.607G     0.6677     0.5555      1.049         33        640:  10%|9         | 42/441 [00:03<00:23, 16.71it/s]
       1/25     0.607G     0.6655     0.5528      1.046         57        640:  10%|9         | 42/441 [00:03<00:23, 16.71it/s]
       1/25     0.607G     0.6655     0.5528      1.046         57        640:  10%|9         | 44/441 [00:03<00:24, 16.46it/s]
       1/25     0.607G     0.6748     0.5566      1.053         37        640:  10%|9         | 44/441 [00:03<00:24, 16.46it/s]
